priority,track,week,concept,concept_key,search_url,status,video_id,duration_min,creator,why
196,data-science,6,Confidence intervals,confidence-intervals,https://www.youtube.com/results?search_query=Confidence+intervals+tutorial+explained,,,,,
196,data-science,6,T-test between two groups,t-test-between-two-groups,https://www.youtube.com/results?search_query=T-test+between+two+groups+tutorial+explained,,,,,
197,data-science,7,Save the model,save-the-model,https://www.youtube.com/results?search_query=Save+the+model+tutorial+explained,,,,,
198,data-science,8,Ethics + robots.txt,ethics-robots-txt,https://www.youtube.com/results?search_query=Ethics+%2B+robots.txt+tutorial+explained,,,,,
198,data-science,8,BeautifulSoup basics,beautifulsoup-basics,https://www.youtube.com/results?search_query=BeautifulSoup+basics+tutorial+explained,,,,,
199,data-science,9,Set up Streamlit,set-up-streamlit,https://www.youtube.com/results?search_query=Set+up+Streamlit+tutorial+explained,,,,,
200,data-science,10,What 'polish' means,what-polish-means,https://www.youtube.com/results?search_query=What+%27polish%27+means+tutorial+explained,,,,,
200,data-science,10,Fix the top issues,fix-the-top-issues,https://www.youtube.com/results?search_query=Fix+the+top+issues+tutorial+explained,,,,,
201,data-science,11,Why this matters NOW,why-this-matters-now,https://www.youtube.com/results?search_query=Why+this+matters+NOW+tutorial+explained,,,,,
201,data-science,11,Cursor / Copilot setup,cursor-copilot-setup,https://www.youtube.com/results?search_query=Cursor+%2F+Copilot+setup+tutorial+explained,,,,,
202,data-science,12,What is sentiment analysis?,what-is-sentiment-analysis,https://www.youtube.com/results?search_query=What+is+sentiment+analysis%3F+tutorial+explained,,,,,
202,data-science,12,Set up the project,set-up-the-project,https://www.youtube.com/results?search_query=Set+up+the+project+tutorial+explained,,,,,
203,data-science,13,Why hand-label,why-hand-label,https://www.youtube.com/results?search_query=Why+hand-label+tutorial+explained,,,,,
204,data-science,14,What an A/B test really is,what-an-a-b-test-really-is,https://www.youtube.com/results?search_query=What+an+A%2FB+test+really+is+tutorial+explained,,,,,
204,data-science,14,Define the experiment + hypothesis,define-the-experiment-hypothesis,https://www.youtube.com/results?search_query=Define+the+experiment+%2B+hypothesis+tutorial+explained,,,,,
204,data-science,14,Sample size + statistical power,sample-size-statistical-power,https://www.youtube.com/results?search_query=Sample+size+%2B+statistical+power+tutorial+explained,,,,,
205,data-science,15,What fine-tuning is,what-fine-tuning-is,https://www.youtube.com/results?search_query=What+fine-tuning+is+tutorial+explained,,,,,
205,data-science,15,Move to Colab + GPU,move-to-colab-gpu,https://www.youtube.com/results?search_query=Move+to+Colab+%2B+GPU+tutorial+explained,,,,,
205,data-science,15,Prepare the data,prepare-the-data,https://www.youtube.com/results?search_query=Prepare+the+data+tutorial+explained,,,,,
206,data-science,16,Why interpretability matters,why-interpretability-matters,https://www.youtube.com/results?search_query=Why+interpretability+matters+tutorial+explained,,,,,
207,data-science,17,Why synthetic data,why-synthetic-data,https://www.youtube.com/results?search_query=Why+synthetic+data+tutorial+explained,,,,,
207,data-science,17,Faker for realistic fake records,faker-for-realistic-fake-records,https://www.youtube.com/results?search_query=Faker+for+realistic+fake+records+tutorial+explained,,,,,
208,data-science,18,Build the inference function,build-the-inference-function,https://www.youtube.com/results?search_query=Build+the+inference+function+tutorial+explained,,,,,
209,data-science,19,Why split the stack,why-split-the-stack,https://www.youtube.com/results?search_query=Why+split+the+stack+tutorial+explained,,,,,
209,data-science,19,FastAPI endpoint,fastapi-endpoint,https://www.youtube.com/results?search_query=FastAPI+endpoint+tutorial+explained,,,,,
210,data-science,20,What's left to ship,what-s-left-to-ship,https://www.youtube.com/results?search_query=What%27s+left+to+ship+tutorial+explained,,,,,
210,data-science,20,Fix the rough edges,fix-the-rough-edges,https://www.youtube.com/results?search_query=Fix+the+rough+edges+tutorial+explained,,,,,
211,data-science,21,Get the dataset + set up,get-the-dataset-set-up,https://www.youtube.com/results?search_query=Get+the+dataset+%2B+set+up+tutorial+explained,,,,,
212,data-science,22,What ARIMA actually is,what-arima-actually-is,https://www.youtube.com/results?search_query=What+ARIMA+actually+is+tutorial+explained,,,,,
212,data-science,22,Stationarity check — ADF test,stationarity-check-adf-test,https://www.youtube.com/results?search_query=Stationarity+check+%E2%80%94+ADF+test+tutorial+explained,,,,,
212,data-science,22,Fit auto-ARIMA,fit-auto-arima,https://www.youtube.com/results?search_query=Fit+auto-ARIMA+tutorial+explained,,,,,
213,data-science,23,What Prophet is,what-prophet-is,https://www.youtube.com/results?search_query=What+Prophet+is+tutorial+explained,,,,,
213,data-science,23,Install + format data,install-format-data,https://www.youtube.com/results?search_query=Install+%2B+format+data+tutorial+explained,,,,,
213,data-science,23,Fit Prophet,fit-prophet,https://www.youtube.com/results?search_query=Fit+Prophet+tutorial+explained,,,,,
214,data-science,24,Prepare windowed data,prepare-windowed-data,https://www.youtube.com/results?search_query=Prepare+windowed+data+tutorial+explained,,,,,
214,data-science,24,Build the LSTM,build-the-lstm,https://www.youtube.com/results?search_query=Build+the+LSTM+tutorial+explained,,,,,
215,data-science,25,Why MLOps,why-mlops,https://www.youtube.com/results?search_query=Why+MLOps+tutorial+explained,,,,,
215,data-science,25,Install + start MLflow,install-start-mlflow,https://www.youtube.com/results?search_query=Install+%2B+start+MLflow+tutorial+explained,,,,,
216,data-science,26,AWS Free Tier — safely,aws-free-tier-safely,https://www.youtube.com/results?search_query=AWS+Free+Tier+%E2%80%94+safely+tutorial+explained,,,,,
217,data-science,27,Pick the winner,pick-the-winner,https://www.youtube.com/results?search_query=Pick+the+winner+tutorial+explained,,,,,
218,data-science,28,Write the spec,write-the-spec,https://www.youtube.com/results?search_query=Write+the+spec+tutorial+explained,,,,,
219,data-science,29,Clean — and document every decision,clean-and-document-every-decision,https://www.youtube.com/results?search_query=Clean+%E2%80%94+and+document+every+decision+tutorial+explained,,,,,
220,data-science,30,Deploy,deploy,https://www.youtube.com/results?search_query=Deploy+tutorial+explained,,,,,
221,data-science,31,Audit what you have,audit-what-you-have,https://www.youtube.com/results?search_query=Audit+what+you+have+tutorial+explained,,,,,
221,data-science,31,Buy a domain,buy-a-domain,https://www.youtube.com/results?search_query=Buy+a+domain+tutorial+explained,,,,,
222,data-science,32,Understand LoRA,understand-lora,https://www.youtube.com/results?search_query=Understand+LoRA+tutorial+explained,,,,,
222,data-science,32,Pick a task + dataset,pick-a-task-dataset,https://www.youtube.com/results?search_query=Pick+a+task+%2B+dataset+tutorial+explained,,,,,
223,data-science,33,Understand RAG,understand-rag,https://www.youtube.com/results?search_query=Understand+RAG+tutorial+explained,,,,,
223,data-science,33,Pick corpus + chunk,pick-corpus-chunk,https://www.youtube.com/results?search_query=Pick+corpus+%2B+chunk+tutorial+explained,,,,,
223,data-science,33,Embed + index,embed-index,https://www.youtube.com/results?search_query=Embed+%2B+index+tutorial+explained,,,,,
224,data-science,35,Mindset shift,mindset-shift,https://www.youtube.com/results?search_query=Mindset+shift+tutorial+explained,,,,,
224,data-science,35,DAGs,dags,https://www.youtube.com/results?search_query=DAGs+tutorial+explained,,,,,
224,data-science,35,Propensity Score Matching,propensity-score-matching,https://www.youtube.com/results?search_query=Propensity+Score+Matching+tutorial+explained,,,,,
225,data-science,36,Concepts,concepts,https://www.youtube.com/results?search_query=Concepts+tutorial+explained,,,,,
225,data-science,36,Pick model + sensitive attribute,pick-model-sensitive-attribute,https://www.youtube.com/results?search_query=Pick+model+%2B+sensitive+attribute+tutorial+explained,,,,,
225,data-science,36,Run a Fairlearn audit,run-a-fairlearn-audit,https://www.youtube.com/results?search_query=Run+a+Fairlearn+audit+tutorial+explained,,,,,
226,data-science,38,Write 5 tests,write-5-tests,https://www.youtube.com/results?search_query=Write+5+tests+tutorial+explained,,,,,
227,data-science,39,Record the demo,record-the-demo,https://www.youtube.com/results?search_query=Record+the+demo+tutorial+explained,,,,,
228,data-science,40,RL intuition,rl-intuition,https://www.youtube.com/results?search_query=RL+intuition+tutorial+explained,,,,,
228,data-science,40,CartPole Q-learning,cartpole-q-learning,https://www.youtube.com/results?search_query=CartPole+Q-learning+tutorial+explained,,,,,
228,data-science,40,Exploration strategies,exploration-strategies,https://www.youtube.com/results?search_query=Exploration+strategies+tutorial+explained,,,,,
229,data-science,41,Intuition + dataset,intuition-dataset,https://www.youtube.com/results?search_query=Intuition+%2B+dataset+tutorial+explained,,,,,
230,data-science,43,Why privacy,why-privacy,https://www.youtube.com/results?search_query=Why+privacy+tutorial+explained,,,,,
230,data-science,43,Differential privacy intuition,differential-privacy-intuition,https://www.youtube.com/results?search_query=Differential+privacy+intuition+tutorial+explained,,,,,
